basomrade,year,population_20xx_12_31,gender
4270200_brottby,2010,193,both
4270200_brottby,2011,189,both
4270200_brottby,2012,190,both
4270200_brottby,2013,190,both
4270200_brottby,2014,190,both
4270501_ovr_osseby_garns_glesbygd,2000,978,both
4270501_ovr_osseby_garns_glesbygd,2001,1011,both
4270501_ovr_osseby_garns_glesbygd,2002,1049,both
4270501_ovr_osseby_garns_glesbygd,2003,1071,both
4270501_ovr_osseby_garns_glesbygd,2004,1113,both
4270501_ovr_osseby_garns_glesbygd,2005,1119,both
4270501_ovr_osseby_garns_glesbygd,2006,1122,both
4270501_ovr_osseby_garns_glesbygd,2007,1117,both
4270501_ovr_osseby_garns_glesbygd,2008,1181,both
4270501_ovr_osseby_garns_glesbygd,2009,1227,both
4270501_ovr_osseby_garns_glesbygd,2010,1239,both
4270501_ovr_osseby_garns_glesbygd,2011,1239,both
4270501_ovr_osseby_garns_glesbygd,2012,1263,both
4270501_ovr_osseby_garns_glesbygd,2013,1267,both
4270501_ovr_osseby_garns_glesbygd,2014,1267,both
4270502_algeby_garns_ekskogen,2000,236,both
4270502_algeby_garns_ekskogen,2001,249,both
4270502_algeby_garns_ekskogen,2002,250,both
4270502_algeby_garns_ekskogen,2003,257,both
4270502_algeby_garns_ekskogen,2004,257,both
4270502_algeby_garns_ekskogen,2005,263,both
4270502_algeby_garns_ekskogen,2006,266,both
4270502_algeby_garns_ekskogen,2007,283,both
4270502_algeby_garns_ekskogen,2008,292,both
4270502_algeby_garns_ekskogen,2009,280,both
4270502_algeby_garns_ekskogen,2010,271,both
4270502_algeby_garns_ekskogen,2011,280,both
4270502_algeby_garns_ekskogen,2012,292,both
4270502_algeby_garns_ekskogen,2013,300,both
4270502_algeby_garns_ekskogen,2014,330,both
4280000_angarns_forsamling,2000,330,both
4280000_angarns_forsamling,2001,342,both
4280000_angarns_forsamling,2002,351,both
4280000_angarns_forsamling,2003,342,both
4280000_angarns_forsamling,2004,354,both
4280000_angarns_forsamling,2005,365,both
4280000_angarns_forsamling,2006,374,both
4280000_angarns_forsamling,2007,393,both
4280000_angarns_forsamling,2008,401,both
4280000_angarns_forsamling,2009,418,both
4280000_angarns_forsamling,2010,414,both
4280000_angarns_forsamling,2011,431,both
4280000_angarns_forsamling,2012,429,both
4280000_angarns_forsamling,2013,440,both
4280000_angarns_forsamling,2014,445,both
4440110_ljustero,2000,1453,both
4440110_ljustero,2001,1467,both
4440110_ljustero,2002,1500,both
4440110_ljustero,2003,1528,both
4440110_ljustero,2004,1543,both
4440110_ljustero,2005,1540,both
4440110_ljustero,2006,1564,both
4440110_ljustero,2007,1569,both
4440110_ljustero,2008,1568,both
4440110_ljustero,2009,1567,both
4440110_ljustero,2010,1535,both
4440110_ljustero,2011,1542,both
4440110_ljustero,2012,1515,both
4440110_ljustero,2013,1526,both
4440110_ljustero,2014,1530,both
4440120_ingmarso_m_fl_oar,2000,206,both
4440120_ingmarso_m_fl_oar,2001,205,both
4440120_ingmarso_m_fl_oar,2002,200,both
4440120_ingmarso_m_fl_oar,2003,216,both
4440120_ingmarso_m_fl_oar,2004,208,both
4440120_ingmarso_m_fl_oar,2005,215,both
4440120_ingmarso_m_fl_oar,2006,218,both
4440120_ingmarso_m_fl_oar,2007,221,both
4440120_ingmarso_m_fl_oar,2008,222,both
4440120_ingmarso_m_fl_oar,2009,221,both
4440120_ingmarso_m_fl_oar,2010,219,both
4440120_ingmarso_m_fl_oar,2011,222,both
4440120_ingmarso_m_fl_oar,2012,214,both
4440120_ingmarso_m_fl_oar,2013,201,both
4440120_ingmarso_m_fl_oar,2014,193,both
4440200_roslags_kulla_fd_forsaml,2000,515,both
4440200_roslags_kulla_fd_forsaml,2001,530,both
4440200_roslags_kulla_fd_forsaml,2002,544,both
4440200_roslags_kulla_fd_forsaml,2003,538,both
4440200_roslags_kulla_fd_forsaml,2004,550,both
4440200_roslags_kulla_fd_forsaml,2005,551,both
4440200_roslags_kulla_fd_forsaml,2006,545,both
4440200_roslags_kulla_fd_forsaml,2007,560,both
4440200_roslags_kulla_fd_forsaml,2008,548,both
4440200_roslags_kulla_fd_forsaml,2009,542,both
4440200_roslags_kulla_fd_forsaml,2010,548,both
4440200_roslags_kulla_fd_forsaml,2011,544,both
4440200_roslags_kulla_fd_forsaml,2012,551,both
4440200_roslags_kulla_fd_forsaml,2013,562,both
4440200_roslags_kulla_fd_forsaml,2014,584,both
4450110_ekbacken,2000,773,both
4450110_ekbacken,2001,779,both
4450110_ekbacken,2002,781,both
4450110_ekbacken,2003,775,both
4450110_ekbacken,2004,787,both
4450110_ekbacken,2005,807,both
4450110_ekbacken,2006,801,both
4450110_ekbacken,2007,815,both
4450110_ekbacken,2008,784,both
4450110_ekbacken,2009,792,both
4450110_ekbacken,2010,810,both
4450110_ekbacken,2011,816,both
4450110_ekbacken,2012,804,both
4450110_ekbacken,2013,842,both
4450110_ekbacken,2014,865,both
4450120_runo_gard,2000,1768,both
4450120_runo_gard,2001,1779,both
4450120_runo_gard,2002,1741,both
4450120_runo_gard,2003,1702,both
4450120_runo_gard,2004,1699,both
4450120_runo_gard,2005,1689,both
4450120_runo_gard,2006,1675,both
4450120_runo_gard,2007,1650,both
4450120_runo_gard,2008,1647,both
4450120_runo_gard,2009,1663,both
4450120_runo_gard,2010,1679,both
4450120_runo_gard,2011,1657,both
4450120_runo_gard,2012,1636,both
4450120_runo_gard,2013,1639,both
4450120_runo_gard,2014,1646,both
4450130_akersberga,2000,4224,both
4450130_akersberga,2001,4674,both
4450130_akersberga,2002,4763,both
4450130_akersberga,2003,4791,both
4450130_akersberga,2004,5013,both
4450130_akersberga,2005,4970,both
4450130_akersberga,2006,5094,both
4450130_akersberga,2007,5024,both
4450130_akersberga,2008,5097,both
4450130_akersberga,2009,5108,both
4450130_akersberga,2010,5174,both
4450130_akersberga,2011,5245,both
4450130_akersberga,2012,5509,both
4450130_akersberga,2013,5568,both
4450130_akersberga,2014,5692,both
4450140_kullen,2000,379,both
4450140_kullen,2001,390,both
4450140_kullen,2002,381,both
4450140_kullen,2003,382,both
4450140_kullen,2004,395,both
4450140_kullen,2005,395,both
4450140_kullen,2006,401,both
4450140_kullen,2007,409,both
4450140_kullen,2008,408,both
4450140_kullen,2009,410,both
4450140_kullen,2010,401,both
4450140_kullen,2011,381,both
4450140_kullen,2012,394,both
4450140_kullen,2013,396,both
4450140_kullen,2014,411,both
4450150_ostra_sora,2000,1411,both
4450150_ostra_sora,2001,1395,both
4450150_ostra_sora,2002,1380,both
4450150_ostra_sora,2003,1393,both
4450150_ostra_sora,2004,1380,both
4450150_ostra_sora,2005,1376,both
4450150_ostra_sora,2006,1389,both
4450150_ostra_sora,2007,1400,both
4450150_ostra_sora,2008,1401,both
4450150_ostra_sora,2009,1435,both
4450150_ostra_sora,2010,1465,both
4450150_ostra_sora,2011,1519,both
4450150_ostra_sora,2012,1562,both
4450150_ostra_sora,2013,1589,both
4450150_ostra_sora,2014,1658,both
4450160_vastra_sora,2000,846,both
4450160_vastra_sora,2001,825,both
4450160_vastra_sora,2002,803,both
4450160_vastra_sora,2003,828,both
4450160_vastra_sora,2004,817,both
4450160_vastra_sora,2005,808,both
4450160_vastra_sora,2006,799,both
4450160_vastra_sora,2007,786,both
4450160_vastra_sora,2008,883,both
4450160_vastra_sora,2009,908,both
4450160_vastra_sora,2010,937,both
4450160_vastra_sora,2011,952,both
4450160_vastra_sora,2012,969,both
4450160_vastra_sora,2013,958,both
4450160_vastra_sora,2014,946,both
4450170_neptunus,2000,403,both
4450170_neptunus,2001,405,both
4450170_neptunus,2002,413,both
4450170_neptunus,2003,401,both
4450170_neptunus,2004,400,both
4450170_neptunus,2005,389,both
4450170_neptunus,2006,383,both
4450170_neptunus,2007,398,both
4450170_neptunus,2008,408,both
4450170_neptunus,2009,410,both
4450170_neptunus,2010,383,both
4450170_neptunus,2011,387,both
4450170_neptunus,2012,386,both
4450170_neptunus,2013,380,both
4450170_neptunus,2014,399,both
4450180_kungsangen,2000,1529,both
4450180_kungsangen,2001,1549,both
4450180_kungsangen,2002,1555,both
4450180_kungsangen,2003,1566,both
4450180_kungsangen,2004,1596,both
4450180_kungsangen,2005,1604,both
4450180_kungsangen,2006,1627,both
4450180_kungsangen,2007,1635,both
4450180_kungsangen,2008,1608,both
4450180_kungsangen,2009,1618,both
4450180_kungsangen,2010,1621,both
4450180_kungsangen,2011,1600,both
4450180_kungsangen,2012,1644,both
4450180_kungsangen,2013,1651,both
4450180_kungsangen,2014,1662,both
4450190_tunagard_osterskar,2000,2224,both
4450190_tunagard_osterskar,2001,2265,both
4450190_tunagard_osterskar,2002,2266,both
4450190_tunagard_osterskar,2003,2280,both
4450190_tunagard_osterskar,2004,2284,both
4450190_tunagard_osterskar,2005,2333,both
4450190_tunagard_osterskar,2006,2316,both
4450190_tunagard_osterskar,2007,2372,both
4450190_tunagard_osterskar,2008,2337,both
4450190_tunagard_osterskar,2009,2385,both
4450190_tunagard_osterskar,2010,2440,both
4450190_tunagard_osterskar,2011,2473,both
4450190_tunagard_osterskar,2012,2483,both
4450190_tunagard_osterskar,2013,2505,both
4450190_tunagard_osterskar,2014,2517,both
4450210_akerstorp,2000,1676,both
4450210_akerstorp,2001,1686,both
4450210_akerstorp,2002,1714,both
4450210_akerstorp,2003,1700,both
4450210_akerstorp,2004,1696,both
4450210_akerstorp,2005,1692,both
4450210_akerstorp,2006,1732,both
4450210_akerstorp,2007,1810,both
4450210_akerstorp,2008,1839,both
4450210_akerstorp,2009,1865,both
4450210_akerstorp,2010,1866,both
4450210_akerstorp,2011,1909,both
4450210_akerstorp,2012,1901,both
4450210_akerstorp,2013,1887,both
4450210_akerstorp,2014,1940,both
4450220_smedby,2000,971,both
4450220_smedby,2001,992,both
4450220_smedby,2002,997,both
4450220_smedby,2003,1002,both
4450220_smedby,2004,1028,both
4450220_smedby,2005,1032,both
4450220_smedby,2006,1074,both
4450220_smedby,2007,1099,both
4450220_smedby,2008,1207,both
4450220_smedby,2009,1271,both
4450220_smedby,2010,1313,both
4450220_smedby,2011,1320,both
4450220_smedby,2012,1315,both
4450220_smedby,2013,1323,both
4450220_smedby,2014,1432,both
4450230_hacksta,2000,1320,both
4450230_hacksta,2001,913,both
4450230_hacksta,2002,912,both
4450230_hacksta,2003,905,both
4450230_hacksta,2004,890,both
4450230_hacksta,2005,887,both
4450230_hacksta,2006,889,both
4450230_hacksta,2007,895,both
4450230_hacksta,2008,899,both
4450230_hacksta,2009,895,both
4450230_hacksta,2010,904,both
4450230_hacksta,2011,897,both
4450230_hacksta,2012,904,both
4450230_hacksta,2013,905,both
4450230_hacksta,2014,877,both
4450240_skansta,2000,1943,both
4450240_skansta,2001,1927,both
4450240_skansta,2002,1925,both
4450240_skansta,2003,1923,both
4450240_skansta,2004,1944,both
4450240_skansta,2005,1950,both
4450240_skansta,2006,1958,both
4450240_skansta,2007,1991,both
4450240_skansta,2008,1984,both
4450240_skansta,2009,2009,both
4450240_skansta,2010,2016,both
4450240_skansta,2011,2006,both
4450240_skansta,2012,2030,both
4450240_skansta,2013,2006,both
4450240_skansta,2014,2024,both
4450250_singo,2000,373,both
4450250_singo,2001,385,both
4450250_singo,2002,396,both
4450250_singo,2003,410,both
4450250_singo,2004,423,both
4450250_singo,2005,432,both
4450250_singo,2006,434,both
4450250_singo,2007,444,both
4450250_singo,2008,460,both
4450250_singo,2009,474,both
4450250_singo,2010,490,both
4450250_singo,2011,488,both
4450250_singo,2012,497,both
4450250_singo,2013,504,both
4450250_singo,2014,496,both
4450260_asatra,2000,1068,both
4450260_asatra,2001,1121,both
4450260_asatra,2002,1137,both
4450260_asatra,2003,1194,both
4450260_asatra,2004,1238,both
4450260_asatra,2005,1289,both
4450260_asatra,2006,1294,both
4450260_asatra,2007,1340,both
4450260_asatra,2008,1360,both
4450260_asatra,2009,1370,both
4450260_asatra,2010,1360,both
4450260_asatra,2011,1380,both
4450260_asatra,2012,1395,both
4450260_asatra,2013,1405,both
4450260_asatra,2014,1434,both
4450310_margretelund,2000,1478,both
4450310_margretelund,2001,1611,both
4450310_margretelund,2002,1771,both
4450310_margretelund,2003,1870,both
4450310_margretelund,2004,1904,both
4450310_margretelund,2005,1964,both
4450310_margretelund,2006,1999,both
4450310_margretelund,2007,2034,both
4450310_margretelund,2008,2098,both
4450310_margretelund,2009,2129,both
4450310_margretelund,2010,2186,both
4450310_margretelund,2011,2200,both
4450310_margretelund,2012,2228,both
4450310_margretelund,2013,2199,both
4450310_margretelund,2014,2222,both
4450320_trasatra,2000,4125,both
4450320_trasatra,2001,4113,both
4450320_trasatra,2002,4031,both
4450320_trasatra,2003,4002,both
4450320_trasatra,2004,4017,both
4450320_trasatra,2005,4012,both
4450320_trasatra,2006,4001,both
4450320_trasatra,2007,4028,both
4450320_trasatra,2008,4029,both
4450320_trasatra,2009,4079,both
4450320_trasatra,2010,3986,both
4450320_trasatra,2011,3996,both
4450320_trasatra,2012,3992,both
4450320_trasatra,2013,3999,both
4450320_trasatra,2014,4009,both
4450330_flaxenvik,2000,958,both
4450330_flaxenvik,2001,1024,both
4450330_flaxenvik,2002,1069,both
4450330_flaxenvik,2003,1113,both
4450330_flaxenvik,2004,1155,both
4450330_flaxenvik,2005,1229,both
4450330_flaxenvik,2006,1296,both
4450330_flaxenvik,2007,1310,both
4450330_flaxenvik,2008,1314,both
4450330_flaxenvik,2009,1330,both
4450330_flaxenvik,2010,1367,both
4450330_flaxenvik,2011,1407,both
4450330_flaxenvik,2012,1423,both
4450330_flaxenvik,2013,1445,both
4450330_flaxenvik,2014,1522,both
4450340_skargardsstad,2000,1538,both
4450340_skargardsstad,2001,1645,both
4450340_skargardsstad,2002,1720,both
4450340_skargardsstad,2003,1760,both
4450340_skargardsstad,2004,1798,both
4450340_skargardsstad,2005,1815,both
4450340_skargardsstad,2006,1825,both
4450340_skargardsstad,2007,1809,both
4450340_skargardsstad,2008,1825,both
4450340_skargardsstad,2009,1812,both
4450340_skargardsstad,2010,1836,both
4450340_skargardsstad,2011,1827,both
4450340_skargardsstad,2012,1827,both
4450340_skargardsstad,2013,1813,both
4450340_skargardsstad,2014,1834,both
4451231_okand,2000,522,both
4451231_okand,2001,545,both
4451231_okand,2002,591,both
4451231_okand,2003,648,both
4451231_okand,2004,789,both
4451231_okand,2005,927,both
4451231_okand,2006,1013,both
4451231_okand,2007,1074,both
4451231_okand,2008,1097,both
4451231_okand,2009,1100,both
4451240_norra_runo,2000,616,both
4451240_norra_runo,2001,687,both
4451240_norra_runo,2002,757,both
4451240_norra_runo,2003,857,both
4451240_norra_runo,2004,894,both
4451240_norra_runo,2005,928,both
4451240_norra_runo,2006,971,both
4451240_norra_runo,2007,970,both
4451240_norra_runo,2008,1005,both
4451240_norra_runo,2009,1046,both
4451240_norra_runo,2010,1076,both
4451240_norra_runo,2011,1103,both
4451240_norra_runo,2012,1099,both
4451240_norra_runo,2013,1134,both
4451240_norra_runo,2014,1157,both
4451250_svinninge,2000,796,both
4451250_svinninge,2001,823,both
4451250_svinninge,2002,841,both
4451250_svinninge,2003,897,both
4451250_svinninge,2004,918,both
4451250_svinninge,2005,944,both
4451250_svinninge,2006,964,both
4451250_svinninge,2007,999,both
4451250_svinninge,2008,1014,both
4451250_svinninge,2009,1032,both
4451250_svinninge,2010,1057,both
4451250_svinninge,2011,1065,both
4451250_svinninge,2012,1081,both
4451250_svinninge,2013,1091,both
4451250_svinninge,2014,1102,both
4451410_rydbo,2000,484,both
4451410_rydbo,2001,517,both
4451410_rydbo,2002,539,both
4451410_rydbo,2003,542,both
4451410_rydbo,2004,519,both
4451410_rydbo,2005,522,both
4451410_rydbo,2006,570,both
4451410_rydbo,2007,568,both
4451410_rydbo,2008,570,both
4451410_rydbo,2009,578,both
4451410_rydbo,2010,579,both
4451410_rydbo,2011,576,both
4451410_rydbo,2012,580,both
4451410_rydbo,2013,562,both
4451410_rydbo,2014,561,both
4451420_svartgarn,2000,587,both
4451420_svartgarn,2001,633,both
4451420_svartgarn,2002,683,both
4451420_svartgarn,2003,737,both
4451420_svartgarn,2004,755,both
4451420_svartgarn,2005,788,both
4451420_svartgarn,2006,814,both
4451420_svartgarn,2007,818,both
4451420_svartgarn,2008,865,both
4451420_svartgarn,2009,871,both
4451420_svartgarn,2010,889,both
4451420_svartgarn,2011,886,both
4451420_svartgarn,2012,904,both
4451420_svartgarn,2013,922,both
4451420_svartgarn,2014,959,both
4451430_ostra_ryds_glesbygd,2000,176,both
4451430_ostra_ryds_glesbygd,2001,158,both
4451430_ostra_ryds_glesbygd,2002,162,both
4451430_ostra_ryds_glesbygd,2003,162,both
4451430_ostra_ryds_glesbygd,2004,165,both
4451430_ostra_ryds_glesbygd,2005,159,both
4451430_ostra_ryds_glesbygd,2006,151,both
4451430_ostra_ryds_glesbygd,2007,152,both
4451430_ostra_ryds_glesbygd,2008,160,both
4451430_ostra_ryds_glesbygd,2009,167,both
4451430_ostra_ryds_glesbygd,2010,168,both
4451430_ostra_ryds_glesbygd,2011,162,both
4451430_ostra_ryds_glesbygd,2012,177,both
4451430_ostra_ryds_glesbygd,2013,177,both
4451430_ostra_ryds_glesbygd,2014,184,both
5610200_mortnas,2000,1074,both
5610200_mortnas,2001,1119,both
5610200_mortnas,2002,1180,both
5610200_mortnas,2003,1223,both
5610200_mortnas,2004,1255,both
5610200_mortnas,2005,1313,both
5610200_mortnas,2006,1332,both
5610200_mortnas,2007,1387,both
5610200_mortnas,2008,1426,both
5610200_mortnas,2009,1469,both
5610200_mortnas,2010,1529,both
5610200_mortnas,2011,1614,both
5610200_mortnas,2012,1672,both
5610200_mortnas,2013,1810,both
5610200_mortnas,2014,2006,both
5610500_okand,2000,927,both
5610500_okand,2001,945,both
5610500_okand,2002,942,both
5610500_okand,2003,965,both
5610500_okand,2004,978,both
5610500_okand,2005,1012,both
5610500_okand,2006,1018,both
5610500_okand,2007,1049,both
5610500_okand,2008,1055,both
5610500_okand,2009,1050,both
5611110_munkmora,2000,1343,both
5611110_munkmora,2001,1355,both
5611110_munkmora,2002,1350,both
5611110_munkmora,2003,1292,both
5611110_munkmora,2004,1284,both
5611110_munkmora,2005,1265,both
5611110_munkmora,2006,1261,both
5611110_munkmora,2007,1260,both
5611110_munkmora,2008,1276,both
5611110_munkmora,2009,1293,both
5611110_munkmora,2010,1308,both
5611110_munkmora,2011,1312,both
5611110_munkmora,2012,1280,both
5611110_munkmora,2013,1299,both
5611110_munkmora,2014,1336,both
5611120_lugnet_flerbostadshus,2000,1043,both
5611120_lugnet_flerbostadshus,2001,1042,both
5611120_lugnet_flerbostadshus,2002,1036,both
5611120_lugnet_flerbostadshus,2003,1012,both
5611120_lugnet_flerbostadshus,2004,1020,both
5611120_lugnet_flerbostadshus,2005,993,both
5611120_lugnet_flerbostadshus,2006,1053,both
5611120_lugnet_flerbostadshus,2007,1040,both
5611120_lugnet_flerbostadshus,2008,1061,both
5611120_lugnet_flerbostadshus,2009,1046,both
5611120_lugnet_flerbostadshus,2010,1083,both
5611120_lugnet_flerbostadshus,2011,1079,both
5611120_lugnet_flerbostadshus,2012,1105,both
5611120_lugnet_flerbostadshus,2013,1104,both
5611120_lugnet_flerbostadshus,2014,1148,both
5611130_lugnet_smahus,2000,1245,both
5611130_lugnet_smahus,2001,1254,both
5611130_lugnet_smahus,2002,1220,both
5611130_lugnet_smahus,2003,1212,both
5611130_lugnet_smahus,2004,1242,both
5611130_lugnet_smahus,2005,1227,both
5611130_lugnet_smahus,2006,1225,both
5611130_lugnet_smahus,2007,1188,both
5611130_lugnet_smahus,2008,1204,both
5611130_lugnet_smahus,2009,1229,both
5611130_lugnet_smahus,2010,1256,both
5611130_lugnet_smahus,2011,1239,both
5611130_lugnet_smahus,2012,1256,both
5611130_lugnet_smahus,2013,1268,both
5611130_lugnet_smahus,2014,1277,both
5611140_hojdhagen,2000,922,both
5611140_hojdhagen,2001,896,both
5611140_hojdhagen,2002,901,both
5611140_hojdhagen,2003,929,both
5611140_hojdhagen,2004,892,both
5611140_hojdhagen,2005,885,both
5611140_hojdhagen,2006,901,both
5611140_hojdhagen,2007,942,both
5611140_hojdhagen,2008,943,both
5611140_hojdhagen,2009,999,both
5611140_hojdhagen,2010,1101,both
5611140_hojdhagen,2011,1205,both
5611140_hojdhagen,2012,1271,both
5611140_hojdhagen,2013,1371,both
5611140_hojdhagen,2014,1399,both
5611150_okand,2000,2278,both
5611150_okand,2001,2361,both
5611150_okand,2002,2373,both
5611150_okand,2003,2397,both
5611150_okand,2004,2678,both
5611150_okand,2005,3050,both
5611150_okand,2006,3234,both
5611150_okand,2007,3692,both
5611150_okand,2008,3897,both
5611150_okand,2009,4060,both
